TYPE,SITE,SiteAsNumber,UniquePlot,PLOT,DATE,DOY,NUMBER,TOTAL,PROPORTION,CUM_PROPORTION
Flower,SA,4,44,3,4/26/13,116,1,268,0.003731343,0.003731343
Flower,SA,4,44,3,5/4/13,124,20,268,0.074626866,0.078358209
Flower,SA,4,44,3,5/13/13,133,93,268,0.347014925,0.425373134
Flower,SA,4,44,3,5/21/13,141,112,268,0.417910448,0.843283582
Flower,SA,4,44,3,5/29/13,149,34,268,0.126865672,0.970149254
Flower,SA,4,44,3,6/6/13,157,6,268,0.02238806,0.992537313
Flower,SA,4,44,3,6/16/13,167,2,268,0.007462687,1
Flower,SA,4,45,4,4/5/13,95,0,188,0,0
Flower,SA,4,45,4,4/10/13,100,0,188,0,0
Flower,SA,4,45,4,4/17/13,107,0,188,0,0
Flower,SA,4,45,4,4/26/13,116,2,188,0.010638298,0.010638298
Flower,SA,4,45,4,5/4/13,124,22,188,0.117021277,0.127659574
Flower,SA,4,45,4,5/13/13,133,106,188,0.563829787,0.691489362
Flower,SA,4,45,4,5/21/13,141,26,188,0.138297872,0.829787234
Flower,SA,4,45,4,5/29/13,149,24,188,0.127659574,0.957446809
Flower,SA,4,45,4,6/6/13,157,8,188,0.042553191,1
Flower,SA,4,45,4,6/16/13,167,0,188,0,1
Flower,SA,4,46,5,4/5/13,95,0,513,0,0
Flower,SA,4,46,5,4/10/13,100,0,513,0,0
Flower,SA,4,46,5,4/17/13,107,4,513,0.007797271,0.007797271
Flower,SA,4,46,5,4/26/13,116,6,513,0.011695906,0.019493177
Flower,SA,4,46,5,5/4/13,124,78,513,0.152046784,0.171539961
Flower,SA,4,46,5,5/13/13,133,243,513,0.473684211,0.645224172
Flower,SA,4,46,5,5/21/13,141,125,513,0.243664717,0.888888889
Flower,SA,4,46,5,5/29/13,149,43,513,0.083820663,0.972709552
Flower,SA,4,46,5,6/6/13,157,14,513,0.027290448,1
Flower,SA,4,46,5,6/16/13,167,0,513,0,1
Flower,SA,4,47,6,4/5/13,95,0,338,0,0
Flower,SA,4,47,6,4/10/13,100,0,338,0,0
Flower,SA,4,47,6,4/17/13,107,0,338,0,0
Flower,SA,4,47,6,4/26/13,116,2,338,0.00591716,0.00591716
Flower,SA,4,47,6,5/4/13,124,12,338,0.035502959,0.041420118
Flower,SA,4,47,6,5/13/13,133,83,338,0.24556213,0.286982249
Flower,SA,4,47,6,5/21/13,141,110,338,0.325443787,0.612426036
Flower,SA,4,47,6,5/29/13,149,105,338,0.310650888,0.923076923
Flower,SA,4,47,6,6/6/13,157,22,338,0.065088757,0.98816568
Flower,SA,4,47,6,6/16/13,167,4,338,0.01183432,1
